route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
ILLINI EVENING,I1 UI MTH,[@6.0.28928828@][1][1654028127367]/2__I1_UI_MTH,Lincoln & Killarney,0,I1 UI MTH,220N ILLINI 10
GREY,GR3 NONUI,[@2.0.80545657@][32][1425491542774]/0__GR3_NONUI,Parkland College,1,GR3 NONUI,7W
LINK,LN3 MF,[@6.0.15252684@][1][1622671552500]/6__LN3_MF,University and Wright,0,LN3 MF,[@6.0.15252684@]1
YELLOW SUNDAY,Y1 SU,[@124.0.92236898@][1484325332995]/6__Y1_SU,Savoy Walmart,1,Y1 SU,[@124.0.92236898@]Y2SUNPO
GREY EVENING,BZ1 NOSCHMF,BA4-9__BZ1_NOSCHMF,Lincoln Square - Urbana Walmart,0,BZ1 NOSCHMF,70E
GREEN,GN7 UI F,8GN509__GN7_UI_F,Round Barn Road - Holiday Park,1,GN7 UI F,5W-PM
YELLOW LATE NIGHT,T1 UIF,[@7.0.41201803@][2][1254145022937]/6__T1_UIF,Lot E-14,1,T1 UIF,100 LATE 3
RED,GR5 UIMF,[@15.0.73007921@][42][1400618669327]/0__GR5_UIMF,Lincoln Square,1,GR5 UIMF,[@15.0.73007921@]22
TEAL,T1 UIM-F,[@6.0.28930857@][31][1653072413562]/1__T1_UIM-F,Orchard Downs,0,T1 UIM-F,12E TEAL 13
RAVEN,RV1 MF,[@2.0.81457398@][11][1425933027212]/7__RV1_MF,Illini Union,0,RV1 MF,[@2.0.81457398@]15
ILLINI EVENING SATURDAY,I1 UI SA,[@6.0.28931507@][1][1654194398119]/22__I1_UI_SA,Lincoln & Killarney,0,I1 UI SA,[@124.0.92260187@]220N ILLINI 10
SILVER,SV2 UIMF,[@6.0.28932250@][2][1654215198541]/110__SV2_UIMF,PAR,1,SV2 UIMF,SILVER 120
RUBY SATURDAY,RUB1 SA,[@15.0.64657075@][1339528341508]/3__RUB1_SA,Lincoln Square,1,RUB1 SA,[@15.0.64657075@]2
PINK ALT,16B #2 SHOW HS Early Out,[@6.0.28931379@][12][1659280309834]/0__16B_#2_SHOW_HS_Early_Out,Sawgrass / Kirby & Cobblefield,1,16B #2 SHOW HS Early Out,[@6.0.28931379@]66
TEAL EVENING,T3 NON UI MF,[@7.0.41903462@][4][1243545628328]/10__T3_NON_UI_MF,Illinois Terminal,1,T3 NON UI MF,TEAL EVENING 12
BROWN,BB1 MF,[@2.0.80548152@][12][1425572286750]/25__BB1_MF,Parkland College,1,BB1 MF,[@15.0.61662606@]366
GREY EVENING,GR1 MF SCH,[@124.0.143437300@][31][1591367476839]/1__GR1_MF_SCH,Main & Route 150,0,GR1 MF SCH,[@124.0.143437300@]401
SILVER,SV4 NON UI  NOSCH,[@6.0.28932250@][1][1654525562862]/38__SV4_NON_UI__NOSCH,PAR,0,SV4 NON UI  NOSCH,[@6.0.28932250@]1
TEAL SATURDAY,T2 NONUI SA,[@12.0.44194660@][1250946648828]/133__T2_NONUI_SA,Orchard Downs,0,T2 NONUI SA,12E TEAL WEEKEND 13
GREEN EVENING SATURDAY,GR2SA,[@124.0.92311676@][1484576395235]/17__GR2SA,Illinois Terminal,1,GR2SA,[@124.0.92311676@]50W GREEN 59
SILVER,SV4 NON UI SCH,[@6.0.28932250@][2][1654525478258]/19__SV4_NON_UI_SCH,PAR,1,SV4 NON UI SCH,SILVER 120
ILLINI,I3 UI MF,[@6.0.28930998@][2][1654024407706]/107__I3_UI_MF,PAR,1,I3 UI MF,[@15.0.68513188@]4
ILLINI,I2 UI-F,[@6.0.28930998@][2][1654024040726]/93__I2_UI-F,PAR,1,I2 UI-F,22S ILLINI 20
ILLINI,I4 UIF,[@6.0.28930998@][1][1654018642008]/32__I4_UIF,Lincoln & Killarney,0,I4 UIF,22N ILLINI 10
ORANGE,O4 MF,[@2.0.86175868@][1458585713139]/79__O4_MF,Illinois Terminal,1,O4 MF,[@2.0.86175868@]70
RUBY EVENING SATURDAY,RUB1 SA,[@124.0.92246230@][1484327414903]/11__RUB1_SA,Airport & Cunningham,0,RUB1 SA,[@124.0.92246230@]1
ORANGE,O4 MF,[@2.0.86175868@][1458585713139]/17__O4_MF,Lincoln Square,0,O4 MF,[@2.0.86175868@]ORANGE 17
LAVENDER SUNDAY,L1 SU,[@15.0.71205318@][1381241976567]/44__L1_SU,Champaign Walmart,0,L1 SU,[@15.0.71205318@]30NIT->BB
BROWN ALT PM,9B  SHOW Reg Dismiss,[@15.0.61734120@][20][1328807587419]/1__9B__SHOW_Reg_Dismiss,Parkland Ridge - Timberline,1,9B  SHOW Reg Dismiss,[@15.0.61734120@]1
GREY,GR4 MF,[@6.0.21657862@][31][1642099409701]/0__GR4_MF,Urbana Walmart,0,GR4 MF,7E->IT
PINK,P2 NOSCH MF,[@2.0.81838518@][12][1430161662663]/34__P2_NOSCH_MF,Round Barn Road,1,P2 NOSCH MF,[@2.0.81838518@]104
RED SATURDAY,R2SA,20RED033__R2SA,Illini Union,0,R2SA,20C PS->GW
GOLD ALT,B4 SCH WED,[@2.0.84927215@][1455575717330]/117__B4_SCH_WED,Eastern & Perkins,0,B4 SCH WED,[@2.0.84927215@]GOLD 1
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][1][1622139626848]/0__Y8_UIMF,Illinois Terminal,0,Y8 UIMF,YELLOWHOPPER 23
LIME EVENING SATURDAY,LM2SA,[@124.0.94417146@][12][1496419670340]/11__LM2SA,Round Barn Road,1,LM2SA,[@124.0.92254999@]43
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/50__SV1_NONUISU,Lincoln Square,0,SV1 NONUISU,[@124.0.92241454@]4
ORANGE,O2 MF,[@2.0.86175868@][1458585713139]/43__O2_MF,Round Barn Road,1,O2 MF,[@2.0.86175868@]25
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/2__T2_UISA,Illinois Terminal,1,T2 UISA,TEAL WEEKEND 16
YELLOW SUNDAY,Y4 SU,[@124.0.92236898@][1484325332995]/79__Y4_SU,Savoy Walmart,1,Y4 SU,[@124.0.92236898@]100S
ILLINI LIMITED SUNDAY,I2 NON UI SU,[@6.0.14330187@][1][1622252763821]/21__I2_NON_UI_SU,Lincoln & Killarney,0,I2 NON UI SU,[@6.0.14330187@]6
ILLINI EVENING,I4 UI M-TH,[@6.0.28928828@][1][1654029506758]/16__I4_UI_M-TH,Lincoln & Killarney,0,I4 UI M-TH,220N ILLINI 10
LAVENDER SUNDAY,L1 SU,[@15.0.71205318@][1381241976567]/27__L1_SU,Champaign Walmart,0,L1 SU,[@15.0.71205318@]30NIT->BB
RED,R3 MF,[@15.0.68512636@][42][1375907660889]/1__R3_MF,Lincoln Square,1,R3 MF,[@15.0.68512636@]19
SILVER EVENING SUNDAY,SV1 UISU,[@124.0.92286725@][1484347296458]/23__SV1_UISU,Vet-Med,1,SV1 UISU,[@124.0.92286725@]130S SILVER EVENING 3
ILLINI EVENING SUNDAY,I3 UI SU,[@6.0.28932555@][1][1654264480593]/3__I3_UI_SU,Lincoln & Killarney,0,I3 UI SU,[@124.0.92263401@]220N ILLINI 10
ORANGE,O1 MF,[@2.0.86175868@][1458585713139]/54__O1_MF,Round Barn Road,1,O1 MF,[@2.0.86175868@]25
SILVER LIMITED EVENING SATURDAY,SV1 NONUISA,[@124.0.92350475@][1484580809807]/32__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@124.0.92350475@]3
GREY SATURDAY,GN3  UISA,[@15.0.73008535@][31][1401898787857]/21__GN3__UISA,Lincoln Square - Urbana Walmart,0,GN3  UISA,[@15.0.69172548@]1
ORANGEHOPPER,O4 MF,[@14.0.52435578@][4][1275670882890]/0__O4_MF,Illinois Terminal,1,O4 MF,6WIT->CF HOPPER
TEAL EVENING,T1 NON UI MF,[@7.0.41903462@][4][1243545628328]/9__T1_NON_UI_MF,Illinois Terminal,1,T1 NON UI MF,TEAL EVENING 12
GOLDHOPPER,G2 NON UI MF,[@14.0.56289113@][4][1303767496742]/14__G2_NON_UI_MF,Lot E-14,1,G2 NON UI MF,GOLDHOPPER 1
GREENHOPPER,GNX5 MF,[@7.0.41101146@][3][1237929928359]/11__GNX5_MF,Washington & Lierman,0,GNX5 MF,5E HOPPER 79
SILVER SATURDAY,SV1-1 UISA,[@12.0.44184681@][1250945403296]/254__SV1-1_UISA,PAR,1,SV1-1 UISA,SILVER WEEKEND 31
LAVENDER,L1 MF,[@15.0.63192662@][2][1334589837818]/7__L1_MF,Illinois Terminal,1,L1 MF,3S->IT
BLUE,B4 SCH WED,[@14.0.56288268@][4][1302636749043]/15__B4_SCH_WED,Round Barn Road,1,B4 SCH WED,4W
RUBY EVENING,O4 MF,[@15.0.64613606@][2][1339515200981]/95__O4_MF,Lincoln Square,1,O4 MF,[@15.0.64613606@]4
GOLD,G2 NON UI MF,[@6.0.28929634@][31][1653586444208]/4__G2_NON_UI_MF,Cunningham & Perkins,0,G2 NON UI MF,[@6.0.28929634@]9
ILLINI LIMITED,I2 NONUI MF,[@6.0.14327389@][2][1622152086585]/64__I2_NONUI_MF,ARC,1,I2 NONUI MF,ILLINI 845
LAVENDER,L2 NOSCH MF,[@15.0.63192662@][1][1334088954082]/22__L2_NOSCH_MF,Campbell & Queensway,0,L2 NOSCH MF,[@15.0.63192662@]5
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072065990]/30__L2SA,Illinois Terminal,1,L2SA,30SBB->IT
ILLINI LIMITED SATURDAY,I2 UI SA,[@6.0.14330204@][1][1622384291845]/5__I2_UI_SA,Lincoln & Killarney,0,I2 UI SA,[@6.0.14330204@]6
GREENHOPPER,GNX5 MF,[@7.0.41101146@][4][1237930044562]/15__GNX5_MF,Parkland College,1,GNX5 MF,5W HOPPER 84
LAVENDER ALT,B4 HS Early Out,[@6.0.28931730@][1][1660087703689]/3__B4_HS_Early_Out,Ashland Park,0,B4 HS Early Out,[@2.0.84876422@]LAVENDER 1440
ILLINI EVENING,I2 UI-MTH,[@6.0.28928828@][2][1654091820565]/14__I2_UI-MTH,PAR,1,I2 UI-MTH,220S ILLINI 20
GREEN,GN5 MF,5GN571__GN5_MF,Round Barn Road - Holiday Park,1,GN5 MF,5WPM->LSE
LAVENDER,L2 NOSCH MF,[@15.0.63192662@][1][1334088165505]/14__L2_NOSCH_MF,Champaign Walmart,0,L2 NOSCH MF,[@15.0.63192662@]3
BLUE,B3 SCHMF,[@14.0.56288268@][4][1302637941595]/18__B3_SCHMF,Round Barn Road,1,B3 SCHMF,4W
GOLDHOPPER,G2 NON UI MF,[@6.0.28930011@][31][1653411671349]/20__G2_NON_UI_MF,Lincoln Square,0,G2 NON UI MF,GOLDHOPPER 2
GREEN EVENING,GN1 MF,[@7.0.41201218@][3][1243953493328]/0__GN1_MF,Orchard Downs,0,GN1 MF,GREEN EVENING 39
ORANGE,O3 MF,[@2.0.86175868@][1458585713139]/10__O3_MF,Lincoln Square - US 150 & Dodson,0,O3 MF,[@2.0.86175868@]ORANGE 13
ILLINI EVENING SATURDAY,I1 UI SA,[@6.0.28931507@][1][1654194398119]/24__I1_UI_SA,Lincoln & Killarney,0,I1 UI SA,[@124.0.92260187@]220N ILLINI 10
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/22__T2_UISA,Illinois Terminal,1,T2 UISA,TEAL WEEKEND 16
GREENHOPPER EVENING,GR5 UIMF,[@124.0.118083819@][32][1541686134099]/1__GR5_UIMF,Lincoln Square,1,GR5 UIMF,HOPPER EV 64
BLUE,B3 SCHMF,[@14.0.56288268@][3][1302634446232]/4__B3_SCHMF,Illinois Terminal,0,B3 SCHMF,BLUE 51
TEAL,T3 UIMF,[@6.0.28930857@][32][1653600112238]/51__T3_UIMF,Illinois Terminal,1,T3 UIMF,TEAL 23
SILVER,SV2 UIMF,[@6.0.28932250@][1][1654213960918]/59__SV2_UIMF,Lincoln Square,0,SV2 UIMF,[@6.0.28932250@]1
GOLDHOPPER,G3 NON UI MF,[@7.0.41987615@][4][1246632633781]/24__G3_NON_UI_MF,Lot E-14,1,G3 NON UI MF,GOLDHOPPER 1
YELLOW SATURDAY,Y3SA,[@15.0.63192124@][2][1338469240094]/26__Y3SA,Savoy Walmart,1,Y3SA,[@14.0.57766396@]100S
ILLINI EVENING,I5 UI M-TH,[@6.0.28928828@][1][1654031639104]/19__I5_UI_M-TH,Lincoln & Killarney,0,I5 UI M-TH,220N ILLINI 10
LAVENDER,L2 NO SCH MF,[@15.0.63192662@][2][1334589837818]/6__L2_NO_SCH_MF,Illinois Terminal,1,L2 NO SCH MF,3S->IT
ILLINI LIMITED,I2 NONUI MF,[@6.0.14327389@][2][1622152086585]/66__I2_NONUI_MF,ARC,1,I2 NONUI MF,ILLINI 845
GREY ALT,7W/7E/5E SCH MTTF Reg Dismiss,[@6.0.14327587@][32][1624029571959]/0__7W/7E/5E_SCH_MTTF_Reg_Dismiss,Bradley & Romine,1,7W/7E/5E SCH MTTF Reg Dismiss,[@2.0.84907145@]7W UHS 216
RED,R2 MF,[@14.0.56288404@][2][1303315931316]/9__R2_MF,Lincoln Square,1,R2 MF,[@124.0.125764612@]43
GREEN SUNDAY,GR2 SU,[@124.0.92334988@][1484579202830]/27__GR2_SU,Orchard Downs,0,GR2 SU,[@124.0.92334988@]50E->PC
GREEN LATE NIGHT,GN7 UI F,[@7.0.41203002@][4][1256314270546]/0__GN7_UI_F,Illinois Terminal,1,GN7 UI F,50WLTNT->
ILLINI LIMITED EVENING SATURDAY,I1 NONUISA,[@6.0.14330915@][2][1622384801956]/30__I1_NONUISA,Transit Plaza,1,I1 NONUISA,[@124.0.92348983@]ILLINI 845 315
TEAL,T1 UIM-F,[@6.0.28930857@][32][1653599876628]/29__T1_UIM-F,Illinois Terminal,1,T1 UIM-F,TEAL 23
TEAL,T1 NON UI MF,[@7.0.41893871@][4][1243540851671]/11__T1_NON_UI_MF,Illinois Terminal,1,T1 NON UI MF,12W TEAL 12
GREEN SATURDAY,GR2SA,GN4SAT016__GR2SA,Orchard Downs,0,GR2SA,50E->PC
ORANGE,O2 MF,[@2.0.86175868@][1458585713139]/53__O2_MF,Round Barn Road,1,O2 MF,[@2.0.86175868@]25
TEAL,T2 UIMF,[@6.0.28930857@][32][1653597898645]/13__T2_UIMF,Illinois Terminal,1,T2 UIMF,TEAL 23
TEAL,T3 UIMF,[@6.0.28930857@][32][1653599999128]/40__T3_UIMF,Illinois Terminal,1,T3 UIMF,12W TEAL 12
BROWN,BA2 SCHMF,[@2.0.80548152@][11][1425575171881]/0__BA2_SCHMF,Parkland College,0,BA2 SCHMF,[@15.0.61662606@]1
SILVER LATE NIGHT,SV4 UI NOSCH,[@12.0.42230752@][3][1246897479875]/4__SV4_UI_NOSCH,Lincoln Square,0,SV4 UI NOSCH,130N SILVER LATE 1
GREY ALT,B4 SCH MTTF Reg Dismiss,[@6.0.4562822@][31][1610722440443]/0__B4_SCH_MTTF_Reg_Dismiss,Fifth & Beardsley,0,B4 SCH MTTF Reg Dismiss,[@2.0.84907145@]331
1N YELLOW ALT,3N 1N SHOW K12 Early Out,[@6.0.28928809@][1][1657995673037]/23__3N_1N_SHOW_K12_Early_Out,Newton & Nobel,0,3N 1N SHOW K12 Early Out,[@6.0.4563144@]22
GREENHOPPER,GN7 UI MTH,[@15.0.73007704@][31][1403109664555]/0__GN7_UI_MTH,Washington & Lierman,0,GN7 UI MTH,[@15.0.68511981@]91
SILVER,SV4 NON UI SCH,[@6.0.28932250@][1][1654525562862]/38__SV4_NON_UI_SCH,PAR,0,SV4 NON UI SCH,[@6.0.28932250@]1
BRONZE,BZ1 SCHMF,[@15.0.63192037@][4][1337952855101]/8__BZ1_SCHMF,Yankee Ridge - Transit Plaza,1,BZ1 SCHMF,[@15.0.63192037@]4
TEAL,T1 UIF,[@6.0.28930857@][32][1653599876628]/35__T1_UIF,Illinois Terminal,1,T1 UIF,TEAL 23
YELLOW LATE NIGHT SATURDAY,Y2 UISA,[@124.0.92327957@][1484578220911]/34__Y2_UISA,Illinois Terminal,0,Y2 UISA,[@124.0.92327957@]100N-LATE
GREEN SATURDAY,GR4SA,GN5SAT010__GR4SA,Orchard Downs,0,GR4SA,50E->PC
ILLINI EVENING,I4  UIF LATE,[@6.0.28928828@][1][1654029506758]/14__I4__UIF_LATE,Lincoln & Killarney,0,I4  UIF LATE,220N ILLINI 10
ILLINI EVENING,I2 UI-MTH,[@6.0.28928828@][2][1654091820565]/13__I2_UI-MTH,PAR,1,I2 UI-MTH,220S ILLINI 20
ILLINI,I5 UI M-TH,[@6.0.28930998@][1][1654019482079]/52__I5_UI_M-TH,Lincoln & Killarney,0,I5 UI M-TH,[@124.0.143437701@]3
TEAL,T1 UIM-F,[@6.0.28930857@][32][1653599876628]/31__T1_UIM-F,Illinois Terminal,1,T1 UIM-F,TEAL 23
BROWN,BA2 SCHMF,[@2.0.80548152@][11][1425506589356]/5__BA2_SCHMF,Parkland College,0,BA2 SCHMF,[@15.0.61662606@]1
SILVER,SV4 NON UI  NOSCH,[@6.0.28932250@][1][1654525562862]/32__SV4_NON_UI__NOSCH,PAR,0,SV4 NON UI  NOSCH,[@6.0.28932250@]1
RED SATURDAY,R1SA,20RED014__R1SA,Philo & Silver,1,R1SA,20U->PS
GREEN SATURDAY,GN3 NONUISA,GN2SAT016__GN3_NONUISA,Orchard Downs,0,GN3 NONUISA,50E->PC
YELLOW LATE NIGHT SUNDAY,Y2 UISU,[@124.0.92330667@][1484578259855]/43__Y2_UISU,Lot E-14,1,Y2 UISU,[@124.0.92330667@]100SLTNT->
ILLINI EVENING,I2 UIF LATE,[@6.0.28928828@][1][1654029014601]/8__I2_UIF_LATE,Lincoln & Killarney,0,I2 UIF LATE,220N ILLINI 10
TEAL,T1 UIM-F,[@6.0.28930857@][31][1653491677391]/5__T1_UIM-F,PAR,0,T1 UIM-F,[@15.0.79613563@]47
SILVER LIMITED EVENING,SV2 NON UI,[@15.0.67924657@][1][1363725754977]/13__SV2_NON_UI,Lincoln Square,0,SV2 NON UI,[@15.0.67924657@]4
ORANGE,GN7 UI F,[@2.0.86175868@][1458585713139]/16__GN7_UI_F,Lincoln Square,0,GN7 UI F,[@2.0.86175868@]ORANGE 17
TEAL EVENING,T1 UIM-F,[@7.0.41903462@][4][1243545628328]/6__T1_UIM-F,Illinois Terminal,1,T1 UIM-F,TEAL EVENING 12
GREY SATURDAY,GN3  UISA,[@15.0.73008535@][31][1401898652823]/1__GN3__UISA,Lincoln Square - Urbana Walmart,0,GN3  UISA,[@15.0.69172548@]1
ILLINI,I4 UIF,[@6.0.28930998@][1][1654018642008]/33__I4_UIF,Lincoln & Killarney,0,I4 UIF,22N ILLINI 10
YELLOW LATE NIGHT,T1 UIF,[@7.0.41201803@][2][1254145022937]/5__T1_UIF,Lot E-14,1,T1 UIF,100 LATE 3
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/55__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
GREEN SUNDAY,GR4 SU,[@124.0.92334988@][1484579202830]/29__GR4_SU,Orchard Downs,0,GR4 SU,[@124.0.92334988@]50E->PC
TEAL,T2 UIMF,[@6.0.28930857@][32][1653597898645]/17__T2_UIMF,Illinois Terminal,1,T2 UIMF,TEAL 23
TEAL EVENING SATURDAY,T1 UISA,[@124.0.92279199@][1484345597711]/8__T1_UISA,Orchard Downs,0,T1 UISA,[@124.0.92279199@]TEAL EVENING 13
ILLINI EVENING,I5 UIF LATE,[@6.0.28928828@][2][1654116498379]/15__I5_UIF_LATE,PAR,1,I5 UIF LATE,220S ILLINI 20
GOLDHOPPER,G2 NON UI MF,[@6.0.28930011@][31][1653411591839]/5__G2_NON_UI_MF,Lincoln Square,0,G2 NON UI MF,GOLDHOPPER 2
TEAL LATE NIGHT,T1 UIM-F,[@7.0.41905826@][3][1246486974015]/7__T1_UIM-F,Orchard Downs,0,T1 UIM-F,TEAL LATE 14
ILLINI EVENING SATURDAY,I3 UI SA,[@6.0.28931507@][2][1654195464142]/57__I3_UI_SA,PAR,1,I3 UI SA,[@124.0.92260187@]220S ILLINI 20
SILVER EVENING,SV4 UI NOSCH,[@12.0.42224456@][4][1246897225718]/16__SV4_UI_NOSCH,Vet-Med,1,SV4 UI NOSCH,130S SILVER EVENING 3
LINK,LN3 MF,[@6.0.15252684@][1][1622671552500]/33__LN3_MF,University and Wright,0,LN3 MF,[@6.0.15252684@]1
YELLOW SUNDAY,Y2 UISU,[@124.0.92236898@][1484325332995]/46__Y2_UISU,Champaign Meijer,0,Y2 UISU,[@124.0.92236898@]100N->IT
SILVER LIMITED EVENING,SV2 NON UI,[@15.0.67924657@][2][1363728725942]/85__SV2_NON_UI,Transit Plaza,1,SV2 NON UI,[@15.0.67924657@]7
TEAL,T3 NON UI MF,[@7.0.41893871@][4][1243540851671]/16__T3_NON_UI_MF,Illinois Terminal,1,T3 NON UI MF,12W TEAL 12
ILLINI LIMITED SATURDAY,I1 UI SA,[@6.0.14330204@][2][1622384445965]/46__I1_UI_SA,ARC,1,I1 UI SA,ILLINI LIMITED WEEKEND 845
RED SATURDAY,R1SA,20RED013__R1SA,Champaign Meijer,0,R1SA,20C->MP
10W GOLD ALT,10W UHS UMS,[@36.0.28512748@][4][1175208157878]/0__10W_UHS_UMS,Race & Iowa,1,10W UHS UMS,10W GOLD ALT 1
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][1][1622384291845]/27__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@6.0.14330204@]6
ILLINI,GNX5 MF,[@6.0.14329094@][2][1623175855677]/1__GNX5_MF,Illini Union,1,GNX5 MF,[@124.0.118085570@]5
LIME SATURDAY,LM2SA,[@124.0.94415201@][12][1496416427796]/35__LM2SA,Duncan & Bradley,1,LM2SA,[@15.0.73009433@]42
GREEN LATE NIGHT SATURDAY,GN3  UISA,[@124.0.92344750@][1484579800344]/77__GN3__UISA,Lincoln Square,0,GN3  UISA,[@124.0.92344750@]50E-LATE
GOLDHOPPER,G2 NON UI MF,[@7.0.41987615@][4][1246632595015]/10__G2_NON_UI_MF,Lot E-14,1,G2 NON UI MF,GOLDHOPPER 1
YELLOW LATE NIGHT,T1 UIF,[@7.0.41201803@][1][1254144787718]/2__T1_UIF,Illinois Terminal,0,T1 UIF,100N-LATE
GREENHOPPER EVENING SATURDAY,GN2 NONUISA,[@7.0.42019048@][4][1256062611953]/3__GN2_NONUISA,Illinois Terminal,1,GN2 NONUISA,50W HOPPER 105
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/57__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
TEAL SATURDAY,T2 NONUI SA,[@12.0.44194660@][1250946648828]/148__T2_NONUI_SA,Orchard Downs,0,T2 NONUI SA,12E TEAL WEEKEND 13
ILLINI EVENING,I5 UIF LATE,[@6.0.28928828@][1][1654031674156]/23__I5_UIF_LATE,Lincoln & Killarney,0,I5 UIF LATE,[@2.0.85634827@]37
GOLDHOPPER,G5 NON UI MF,[@6.0.28930011@][31][1653411591839]/7__G5_NON_UI_MF,Lincoln Square,0,G5 NON UI MF,GOLDHOPPER 2
TEAL LATE NIGHT SUNDAY,T2 UISU,[@124.0.92276155@][1484344792164]/69__T2_UISU,Illinois Terminal,1,T2 UISU,[@124.0.92276155@]120W TEAL LATE 12
ILLINI LIMITED EVENING,I2 NONUI MF,[@6.0.14328849@][2][1622467715328]/22__I2_NONUI_MF,Transit Plaza,1,I2 NONUI MF,ILLINI 845 315
SILVER EVENING,SV4 UI NOSCH,[@12.0.42224456@][3][1246897172937]/8__SV4_UI_NOSCH,Lincoln Square,0,SV4 UI NOSCH,130N SILVER EVENING 1
SILVER EVENING SUNDAY,SV1 UISU,[@124.0.92286725@][1484347296458]/11__SV1_UISU,Vet-Med,1,SV1 UISU,[@124.0.92286725@]130S SILVER EVENING 3
ORANGEHOPPER,O1 MF,[@14.0.52435578@][3][1275675740468]/21__O1_MF,University & Cottage Grove,0,O1 MF,[@15.0.68513410@]21
SILVER SATURDAY,SV2 UISA,[@12.0.44184681@][1250945403296]/92__SV2_UISA,Lincoln Square,0,SV2 UISA,130N SILVER WEEKEND 2
SILVER LIMITED EVENING SATURDAY,SV1 NONUISA,[@124.0.92350475@][1484580809807]/48__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@124.0.92350475@]2
GREENHOPPER,GN8 MF,[@7.0.41101146@][3][1237929928359]/7__GN8_MF,Washington & Lierman,0,GN8 MF,5E HOPPER 79
PINK ALT,16B #1 SHOW  Reg Dismiss,[@6.0.21655829@][12][1640108494149]/0__16B_#1_SHOW__Reg_Dismiss,Boulder Ridge / Sawgrass,1,16B #1 SHOW  Reg Dismiss,[@6.0.21655829@]40
TEAL EVENING SATURDAY,T2 UISA,[@124.0.92279199@][1484345597711]/14__T2_UISA,Orchard Downs,0,T2 UISA,[@124.0.92279199@]TEAL EVENING 13
YELLOW EVENING,Y2  NONUIMF,[@15.0.63189138@][2][1338407799588]/17__Y2__NONUIMF,Savoy Walmart,1,Y2  NONUIMF,[@14.0.56288340@]23
ORANGEHOPPER,O3 MF,[@14.0.52435578@][3][1275675740468]/32__O3_MF,University & Cottage Grove,0,O3 MF,[@15.0.68513410@]21
RUBY,RUB1 MF,[@15.0.64600293@][2][1339519176813]/6__RUB1_MF,Lincoln Square,1,RUB1 MF,[@15.0.64600293@]2
YELLOW EVENING SATURDAY,Y2 UISA,[@124.0.92247832@][1484327725398]/35__Y2_UISA,Champaign Walmart,0,Y2 UISA,[@124.0.92247832@]100N
ILLINI EVENING,I1 UIF,[@6.0.28928828@][1][1654028127367]/1__I1_UIF,Lincoln & Killarney,0,I1 UIF,220N ILLINI 10
GREY,GR1 MF SCH,[@2.0.80545657@][31][1425487442569]/15__GR1_MF_SCH,Urbana Walmart,0,GR1 MF SCH,7E->LSG
YELLOW SUNDAY,Y1 SU,[@124.0.92236898@][1484325332995]/62__Y1_SU,Savoy Walmart,1,Y1 SU,[@124.0.92236898@]100S
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/44__SV1_NONUISU,Lincoln Square,0,SV1 NONUISU,[@124.0.92241454@]4
SILVER,SV4 NON UI SCH,[@6.0.28932250@][2][1654525478258]/28__SV4_NON_UI_SCH,PAR,1,SV4 NON UI SCH,SILVER 120
NAVY,N2 MF,[@124.0.103534744@][32][1510344802986]/3__N2_MF,Kirby & Mullikin,1,N2 MF,[@124.0.103534744@]NAVY 5
ILLINI LIMITED EVENING SATURDAY,I1 NONUISA,[@6.0.14330915@][2][1622384801956]/20__I1_NONUISA,Transit Plaza,1,I1 NONUISA,[@124.0.92348983@]ILLINI 845 315
LINK,LN2 MF,[@6.0.15252684@][1][1622671552500]/26__LN2_MF,University and Wright,0,LN2 MF,[@6.0.15252684@]1
GREEN,GN5 MF,5GN561__GN5_MF,Round Barn Road - Holiday Park,1,GN5 MF,5W740->
ORANGE,O4 MF,[@2.0.86175868@][1458585713139]/56__O4_MF,Round Barn Road,1,O4 MF,[@2.0.86175868@]25
GREEN SUNDAY,GN2SU,[@124.0.92334988@][1484579202830]/32__GN2SU,Orchard Downs,0,GN2SU,[@124.0.92334988@]50E->PC
ILLINI LIMITED SUNDAY,I2  UI SU,[@6.0.14330187@][1][1622252763821]/17__I2__UI_SU,Lincoln & Killarney,0,I2  UI SU,[@6.0.14330187@]6
ILLINI EVENING SATURDAY,I1 UI SA,[@6.0.28931507@][2][1654195102422]/43__I1_UI_SA,PAR,1,I1 UI SA,[@124.0.92260187@]220S ILLINI 20
